Test,item,result,spec lower,spec upper,fill,Test_conditions,Spring,spec_result,Notes
Force to overide,794,117.5,51,,2.25ml,Warm,Weak,2.3,Force to overide
Force to overide,795,101.3,51,,2.25ml,Warm,Weak,2,Force to overide
Force to overide,796,97.2,51,,2.25ml,Warm,Weak,1.9,Force to overide
Force to overide,797,102,51,,2.25ml,Warm,Weak,2,Force to overide
Force to overide,798,117.8,51,,2.25ml,Warm,Weak,2.3,Force to overide
Force to overide,799,100.1,51,,2.25ml,Warm,Weak,2,Force to overide
Force to overide,800,107,51,,2.25ml,Warm,Weak,2.1,Force to overide
Force to overide,801,102.9,51,,2.25ml,Warm,Weak,2,Force to overide
Force to overide,802,110.6,51,,2.25ml,Warm,Weak,2.2,Force to overide
Force to overide,803,110,51,,2.25ml,Warm,Weak,2.2,Force to overide
Force to overide,804,121.5,51,,2.25ml,Warm,Weak,2.4,Force to overide
Force to overide,805,110.1,51,,2.25ml,Warm,Weak,2.2,Force to overide
Force to overide,806,89.2,51,,2.25ml,Warm,Weak,1.7,Force to overide
Force to overide,807,87.4,51,,2.25ml,Warm,Weak,1.7,Force to overide
Force to overide,808,110,51,,2.25ml,Warm,Weak,2.2,Force to overide
Force to overide,809,91.6,51,,2.25ml,Warm,Weak,1.8,Force to overide
Force to overide,810,107.8,51,,2.25ml,Warm,Weak,2.1,Force to overide
Force to overide,811,103.9,51,,2.25ml,Warm,Weak,2,Force to overide
Force to overide,812,91.2,51,,2.25ml,Warm,Weak,1.8,Force to overide
Force to overide,813,94.1,51,,2.25ml,Warm,Weak,1.8,Force to overide
Force to overide,814,107.9,51,,2.25ml,Warm,Weak,2.1,Force to overide
Force to overide,815,109.8,51,,2.25ml,Warm,Weak,2.2,Force to overide
Force to overide,816,103.8,51,,2.25ml,Warm,Weak,2,Force to overide
Force to overide,817,94.2,51,,2.25ml,Warm,Weak,1.8,Force to overide
Force to overide,818,91.1,51,,2.25ml,Warm,Weak,1.8,Force to overide
Force to overide,819,100.6,51,,2.25ml,Warm,Weak,2,Force to overide
Force to overide,820,86.6,51,,2.25ml,Warm,Weak,1.7,Force to overide
Force to overide,821,116.6,51,,2.25ml,Warm,Weak,2.3,Force to overide
Force to overide,822,111.1,51,,2.25ml,Warm,Weak,2.2,Force to overide
Force to overide,823,105.1,51,,2.25ml,Warm,Weak,2.1,Force to overide
Force to overide,824,100.1,51,,2.25ml,Warm,Weak,2,Force to overide
Force to overide,825,107.4,51,,2.25ml,Warm,Weak,2.1,Force to overide
Force to overide,826,96.9,51,,2.25ml,Warm,Weak,1.9,Force to overide
Force to overide,827,94.1,51,,2.25ml,Warm,Weak,1.8,Force to overide
Force to overide,828,107.5,51,,2.25ml,Warm,Weak,2.1,Force to overide
Force to overide,829,119.9,51,,2.25ml,Warm,Weak,2.4,Force to overide
Force to overide,830,107.9,51,,2.25ml,Warm,Weak,2.1,Force to overide
Force to overide,831,94.4,51,,2.25ml,Warm,Weak,1.9,Force to overide
Force to overide,832,107.4,51,,2.25ml,Warm,Weak,2.1,Force to overide
Force to overide,833,103.3,51,,2.25ml,Warm,Weak,2,Force to overide
Force to overide,834,95.8,51,,2.25ml,Warm,Weak,1.9,Force to overide
Force to overide,835,111.1,51,,2.25ml,Warm,Weak,2.2,Force to overide
Force to overide,836,109.9,51,,2.25ml,Warm,Weak,2.2,Force to overide
Force to overide,837,95.3,51,,2.25ml,Warm,Weak,1.9,Force to overide
Force to overide,838,110.1,51,,2.25ml,Warm,Weak,2.2,Force to overide
Force to overide,839,108,51,,2.25ml,Warm,Weak,2.1,Force to overide
Force to overide,840,92.6,51,,2.25ml,Warm,Weak,1.8,Force to overide
Delivery force (end),841,8.85,5,,1ml,Standard,Weak,1.8,Delivery force (end) 1ml Weak
Delivery force (end),842,8.655,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),843,8.235,5,,1ml,Standard,Weak,1.6,Delivery force (end) 1ml Weak
Delivery force (end),844,8.745,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),845,8.535,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),846,8.19,5,,1ml,Standard,Weak,1.6,Delivery force (end) 1ml Weak
Delivery force (end),847,8.58,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),848,8.415,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),849,8.31,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),850,8.31,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),851,8.64,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),852,8.52,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),853,8.61,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),854,8.61,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),855,8.61,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),856,8.64,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),857,8.67,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),858,8.445,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),859,8.565,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),860,8.355,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),861,8.7,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),862,8.52,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),863,8.55,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),864,8.64,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),865,8.58,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),866,8.46,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),867,8.73,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),868,8.73,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),869,8.535,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),870,8.49,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),871,8.565,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),872,7.575,5,,1ml,Standard,Weak,1.5,Delivery force (end) 1ml Weak
Delivery force (end),873,8.565,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),874,8.37,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),875,8.685,5,,1ml,Standard,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),876,7.9,5,,1ml,Standard,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),877,7.8,5,,1ml,Standard,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),878,7.625,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),879,7.775,5,,1ml,Standard,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),880,7.6,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),881,7.775,5,,1ml,Standard,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),882,7.625,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),883,7.6,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),884,7.6,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),885,7.675,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),886,7.575,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),887,7.675,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),888,7.9,5,,1ml,Standard,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),889,7.775,5,,1ml,Standard,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),890,7.3,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),891,7.65,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),892,7.6,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),893,7.4,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),894,7.6,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),895,7.4,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),896,7.6,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),897,7.425,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),898,7.65,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),899,7.45,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),900,7.8,5,,1ml,Standard,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),901,7.7,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),902,7.775,5,,1ml,Standard,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),903,7.675,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),904,7.525,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),905,7.525,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),906,7.725,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),907,7.7,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),908,4.525,5,,1ml,Standard,Strong,0.9,Delivery force (end) 1ml Strong
Delivery force (end),909,7.575,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),910,7.625,5,,1ml,Standard,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),911,9.12,5,,2.25ml,Standard,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),912,9.36,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),913,9.34,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),914,9.44,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),915,9.52,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),916,9.48,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),917,9.28,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),918,9.48,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),919,9.5,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),920,9.4,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),921,9.44,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),922,9.34,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),923,9.3,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),924,9.22,5,,2.25ml,Standard,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),925,9.42,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),926,9.52,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),927,9.22,5,,2.25ml,Standard,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),928,9.46,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),929,9.24,5,,2.25ml,Standard,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),930,9.24,5,,2.25ml,Standard,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),931,9.38,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),932,9.52,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),933,9.2,5,,2.25ml,Standard,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),934,9.32,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),935,9.28,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),936,9.24,5,,2.25ml,Standard,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),937,9.34,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),938,9.26,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),939,9.1,5,,2.25ml,Standard,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),940,9.66,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),941,9.36,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),942,9.26,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),943,9.24,5,,2.25ml,Standard,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),944,9.36,5,,2.25ml,Standard,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),945,9.24,5,,2.25ml,Standard,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),946,16.65,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),947,16.275,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),948,16.35,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),949,16.575,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),950,16.575,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),951,16.05,5,,2.25ml,Standard,Strong,3.2,Delivery force (end) 2.25ml Strong
Delivery force (end),952,16.56,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),953,16.35,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),954,16.875,5,,2.25ml,Standard,Strong,3.4,Delivery force (end) 2.25ml Strong
Delivery force (end),955,16.8,5,,2.25ml,Standard,Strong,3.4,Delivery force (end) 2.25ml Strong
Delivery force (end),956,16.48,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),957,16.875,5,,2.25ml,Standard,Strong,3.4,Delivery force (end) 2.25ml Strong
Delivery force (end),958,16.2,5,,2.25ml,Standard,Strong,3.2,Delivery force (end) 2.25ml Strong
Delivery force (end),959,16.5,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),960,16.65,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),961,16.275,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),962,16.48,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),963,16.35,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),964,16.8,5,,2.25ml,Standard,Strong,3.4,Delivery force (end) 2.25ml Strong
Delivery force (end),965,16.125,5,,2.25ml,Standard,Strong,3.2,Delivery force (end) 2.25ml Strong
Delivery force (end),966,16.32,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),967,16.35,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),968,16.05,5,,2.25ml,Standard,Strong,3.2,Delivery force (end) 2.25ml Strong
Delivery force (end),969,16.35,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),970,16.275,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),971,16.725,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),972,16.35,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),973,16.05,5,,2.25ml,Standard,Strong,3.2,Delivery force (end) 2.25ml Strong
Delivery force (end),974,14.7,5,,2.25ml,Standard,Strong,2.9,Delivery force (end) 2.25ml Strong
Delivery force (end),975,15.375,5,,2.25ml,Standard,Strong,3.1,Delivery force (end) 2.25ml Strong
Delivery force (end),976,15.825,5,,2.25ml,Standard,Strong,3.2,Delivery force (end) 2.25ml Strong
Delivery force (end),977,16.2,5,,2.25ml,Standard,Strong,3.2,Delivery force (end) 2.25ml Strong
Delivery force (end),978,15.84,5,,2.25ml,Standard,Strong,3.2,Delivery force (end) 2.25ml Strong
Delivery force (end),979,16.32,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),980,16.48,5,,2.25ml,Standard,Strong,3.3,Delivery force (end) 2.25ml Strong
Delivery force (end),981,8.46,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),982,8.595,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),983,8.55,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),984,8.64,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),985,8.49,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),986,8.73,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),987,8.54,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),988,8.535,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),989,8.43,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),990,8.415,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),991,8.58,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),992,8.64,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),993,8.62,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),994,8.49,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),995,8.46,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),996,8.625,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),997,8.46,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),998,8.7,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),999,8.64,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1000,8.67,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1001,8.445,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1002,8.22,5,,1ml,Warm,Weak,1.6,Delivery force (end) 1ml Weak
Delivery force (end),1003,8.5,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1004,8.25,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1005,8.58,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1006,8.52,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1007,8.385,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1008,8.68,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1009,8.655,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1010,8.52,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1011,8.7,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1012,8.625,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1013,8.415,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1014,8.46,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1015,8.505,5,,1ml,Warm,Weak,1.7,Delivery force (end) 1ml Weak
Delivery force (end),1016,7.65,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1017,7.3,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1018,7.375,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1019,7.375,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1020,7.55,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1021,7.55,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1022,7.525,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1023,7.6,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1024,7.8,5,,1ml,Warm,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),1025,7.5,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1026,7.35,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1027,7.75,5,,1ml,Warm,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),1028,7.65,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1029,7.625,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1030,7.55,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1031,7.55,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1032,7.65,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1033,7.55,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1034,7.625,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1035,7.65,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1036,7.8,5,,1ml,Warm,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),1037,7.525,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1038,7.575,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1039,7.7,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1040,7.7,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1041,7.475,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1042,7.5,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1043,7.625,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1044,7.575,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1045,7.7,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1046,7.45,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1047,7.5,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1048,7.625,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1049,7.75,5,,1ml,Warm,Strong,1.6,Delivery force (end) 1ml Strong
Delivery force (end),1050,7.725,5,,1ml,Warm,Strong,1.5,Delivery force (end) 1ml Strong
Delivery force (end),1051,9.32,5,,2.25ml,Warm,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),1052,9.1,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1053,9.32,5,,2.25ml,Warm,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),1054,9.28,5,,2.25ml,Warm,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),1055,9.2,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1056,9.32,5,,2.25ml,Warm,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),1057,9.28,5,,2.25ml,Warm,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),1058,9.24,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1059,9.2,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1060,9.38,5,,2.25ml,Warm,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),1061,9.16,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1062,9.06,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1063,9.14,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1064,9.24,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1065,9.2,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1066,9.04,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1067,9.26,5,,2.25ml,Warm,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),1068,9.14,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1069,9.24,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1070,9.14,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1071,9.18,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1072,9.2,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1073,9.2,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1074,9.22,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1075,9.14,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1076,9.18,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
Delivery force (end),1077,9.32,5,,2.25ml,Warm,Weak,1.9,Delivery force (end) 2.25ml Weak
Delivery force (end),1078,8.98,5,,2.25ml,Warm,Weak,1.8,Delivery force (end) 2.25ml Weak
